Puntuacion;idestudiante;area;;;;;;;;;;
72;10011001;Matematicas;;;74;10011001;Escritura;;;72;10011001;Lectura
69;10011002;Matematicas;;;88;10011002;Escritura;;;90;10011002;Lectura
90;10011003;Matematicas;;;93;10011003;Escritura;;;95;10011003;Lectura
47;10011004;Matematicas;;;44;10011004;Escritura;;;57;10011004;Lectura
76;10011005;Matematicas;;;75;10011005;Escritura;;;78;10011005;Lectura
71;10011006;Matematicas;;;78;10011006;Escritura;;;83;10011006;Lectura
88;10011007;Matematicas;;;92;10011007;Escritura;;;95;10011007;Lectura
40;10011008;Matematicas;;;39;10011008;Escritura;;;43;10011008;Lectura
64;10011009;Matematicas;;;67;10011009;Escritura;;;64;10011009;Lectura
38;10011010;Matematicas;;;50;10011010;Escritura;;;60;10011010;Lectura
58;10011011;Matematicas;;;52;10011011;Escritura;;;54;10011011;Lectura
40;10011012;Matematicas;;;43;10011012;Escritura;;;52;10011012;Lectura
65;10011013;Matematicas;;;73;10011013;Escritura;;;81;10011013;Lectura
78;10011014;Matematicas;;;70;10011014;Escritura;;;72;10011014;Lectura
50;10011015;Matematicas;;;58;10011015;Escritura;;;53;10011015;Lectura
69;10011016;Matematicas;;;78;10011016;Escritura;;;75;10011016;Lectura
88;10011017;Matematicas;;;86;10011017;Escritura;;;89;10011017;Lectura
18;10011018;Matematicas;;;28;10011018;Escritura;;;32;10011018;Lectura
46;10011019;Matematicas;;;46;10011019;Escritura;;;42;10011019;Lectura
54;10011020;Matematicas;;;61;10011020;Escritura;;;58;10011020;Lectura
66;10011021;Matematicas;;;63;10011021;Escritura;;;69;10011021;Lectura
65;10011022;Matematicas;;;70;10011022;Escritura;;;75;10011022;Lectura
44;10011023;Matematicas;;;53;10011023;Escritura;;;54;10011023;Lectura
69;10011024;Matematicas;;;73;10011024;Escritura;;;73;10011024;Lectura
74;10011025;Matematicas;;;80;10011025;Escritura;;;71;10011025;Lectura
73;10011026;Matematicas;;;72;10011026;Escritura;;;74;10011026;Lectura
69;10011027;Matematicas;;;55;10011027;Escritura;;;54;10011027;Lectura
67;10011028;Matematicas;;;75;10011028;Escritura;;;69;10011028;Lectura
70;10011029;Matematicas;;;65;10011029;Escritura;;;70;10011029;Lectura
62;10011030;Matematicas;;;75;10011030;Escritura;;;70;10011030;Lectura
69;10011031;Matematicas;;;74;10011031;Escritura;;;74;10011031;Lectura
63;10011032;Matematicas;;;61;10011032;Escritura;;;65;10011032;Lectura
56;10011033;Matematicas;;;65;10011033;Escritura;;;72;10011033;Lectura
40;10011034;Matematicas;;;38;10011034;Escritura;;;42;10011034;Lectura
97;10011035;Matematicas;;;82;10011035;Escritura;;;87;10011035;Lectura
81;10011036;Matematicas;;;79;10011036;Escritura;;;81;10011036;Lectura
74;10011037;Matematicas;;;83;10011037;Escritura;;;81;10011037;Lectura
50;10011038;Matematicas;;;59;10011038;Escritura;;;64;10011038;Lectura
75;10011039;Matematicas;;;88;10011039;Escritura;;;90;10011039;Lectura
57;10011040;Matematicas;;;57;10011040;Escritura;;;56;10011040;Lectura
55;10011041;Matematicas;;;54;10011041;Escritura;;;61;10011041;Lectura
58;10011042;Matematicas;;;68;10011042;Escritura;;;73;10011042;Lectura
53;10011043;Matematicas;;;65;10011043;Escritura;;;58;10011043;Lectura
59;10011044;Matematicas;;;66;10011044;Escritura;;;65;10011044;Lectura
50;10011045;Matematicas;;;54;10011045;Escritura;;;56;10011045;Lectura
65;10011046;Matematicas;;;57;10011046;Escritura;;;54;10011046;Lectura
55;10011047;Matematicas;;;62;10011047;Escritura;;;65;10011047;Lectura
66;10011048;Matematicas;;;76;10011048;Escritura;;;71;10011048;Lectura
57;10011049;Matematicas;;;76;10011049;Escritura;;;74;10011049;Lectura
82;10011050;Matematicas;;;82;10011050;Escritura;;;84;10011050;Lectura
53;10011051;Matematicas;;;48;10011051;Escritura;;;55;10011051;Lectura
77;10011052;Matematicas;;;68;10011052;Escritura;;;69;10011052;Lectura
53;10011053;Matematicas;;;42;10011053;Escritura;;;44;10011053;Lectura
88;10011054;Matematicas;;;75;10011054;Escritura;;;78;10011054;Lectura
71;10011055;Matematicas;;;87;10011055;Escritura;;;84;10011055;Lectura
33;10011056;Matematicas;;;43;10011056;Escritura;;;41;10011056;Lectura
82;10011057;Matematicas;;;86;10011057;Escritura;;;85;10011057;Lectura
52;10011058;Matematicas;;;49;10011058;Escritura;;;55;10011058;Lectura
58;10011059;Matematicas;;;58;10011059;Escritura;;;59;10011059;Lectura
0;10011060;Matematicas;;;10;10011060;Escritura;;;17;10011060;Lectura
79;10011061;Matematicas;;;72;10011061;Escritura;;;74;10011061;Lectura
39;10011062;Matematicas;;;34;10011062;Escritura;;;39;10011062;Lectura
62;10011063;Matematicas;;;55;10011063;Escritura;;;61;10011063;Lectura
69;10011064;Matematicas;;;71;10011064;Escritura;;;80;10011064;Lectura
59;10011065;Matematicas;;;59;10011065;Escritura;;;58;10011065;Lectura
67;10011066;Matematicas;;;61;10011066;Escritura;;;64;10011066;Lectura
45;10011067;Matematicas;;;37;10011067;Escritura;;;37;10011067;Lectura
60;10011068;Matematicas;;;74;10011068;Escritura;;;72;10011068;Lectura
61;10011069;Matematicas;;;56;10011069;Escritura;;;58;10011069;Lectura
39;10011070;Matematicas;;;57;10011070;Escritura;;;64;10011070;Lectura
58;10011071;Matematicas;;;73;10011071;Escritura;;;63;10011071;Lectura
63;10011072;Matematicas;;;63;10011072;Escritura;;;55;10011072;Lectura
41;10011073;Matematicas;;;48;10011073;Escritura;;;51;10011073;Lectura
61;10011074;Matematicas;;;56;10011074;Escritura;;;57;10011074;Lectura
49;10011075;Matematicas;;;41;10011075;Escritura;;;49;10011075;Lectura
44;10011076;Matematicas;;;38;10011076;Escritura;;;41;10011076;Lectura
30;10011077;Matematicas;;;22;10011077;Escritura;;;26;10011077;Lectura
80;10011078;Matematicas;;;81;10011078;Escritura;;;78;10011078;Lectura
61;10011079;Matematicas;;;72;10011079;Escritura;;;74;10011079;Lectura
62;10011080;Matematicas;;;68;10011080;Escritura;;;68;10011080;Lectura
47;10011081;Matematicas;;;50;10011081;Escritura;;;49;10011081;Lectura
49;10011082;Matematicas;;;45;10011082;Escritura;;;45;10011082;Lectura
50;10011083;Matematicas;;;54;10011083;Escritura;;;47;10011083;Lectura
72;10011084;Matematicas;;;63;10011084;Escritura;;;64;10011084;Lectura
42;10011085;Matematicas;;;34;10011085;Escritura;;;39;10011085;Lectura
73;10011086;Matematicas;;;82;10011086;Escritura;;;80;10011086;Lectura
76;10011087;Matematicas;;;88;10011087;Escritura;;;83;10011087;Lectura
71;10011088;Matematicas;;;74;10011088;Escritura;;;71;10011088;Lectura
58;10011089;Matematicas;;;67;10011089;Escritura;;;70;10011089;Lectura
